78.17106442791913,307,130,3504,12
15,350,165,3693,11.5
140.27586766102638,318,150,3436,11
71.97794555749641,304,150,3433,12
138.64736140916943,302,140,3449,10.5
47.39840868979445,429,198,4341,10
75.39376848339572,454,220,4354,9
103.52588488102451,440,215,4312,8.5
73.28557255773191,455,225,4425,10
106.76622166987998,390,190,3850,8.5
134.41715766613987,383,170,3563,10
46.39840868979445,340,160,3609,8
103.3775929793436,400,150,3761,9.5
73.63989658419969,455,225,3086,10
24,113,95,2372,15
81.55272337956458,198,95,2833,15.5
78.01637358787627,199,97,2774,15.5
114.55371002493304,200,85,2587,16
88.10414212794208,97,88,2130,14.5
26,97,46,1835,20.5
25,110,87,2672,17.5
52.20666920946411,107,90,2430,14.5
86.8214046942688,104,95,2375,17.5
87.41715547879865,121,113,2234,12.5
112.4171943215848,199,90,2648,15
10,360,215,4615,14
40.144851884233404,307,200,4376,15
71.48390129783579,318,210,4382,13.5
155.97712033421803,304,193,4732,18.5
119.16861288406623,97,88,2130,14.5
145.51129391542133,140,90,2264,15.5
85.180261229676,113,95,2228,14
78.2699303934373,225,105,3439,15.5
107.2292647450165,250,100,3329,15.5
77.2643478890624,250,88,3302,15.5
107.2159490967758,232,100,3288,15.5
133.19239748354428,350,165,4209,12
44.144851884233404,400,175,4464,11.5
104.36367862292819,351,153,4154,13.5
106.93718786711005,318,150,4096,13
101.49696831336163,383,180,4955,11.5
161.55570166647448,400,170,4746,12
43.26189298644621,400,175,5140,12
137.54591382279276,258,110,2962,13.5
51.495044699966286,140,72,2408,19
138.87559301418014,250,100,3282,15
18,250,88,3139,14.5
50.77127634803231,122,86,2220,14
57.12442449863542,116,90,2123,14
92.5920972234996,79,70,2074,19.5
89.9365676033169,88,76,2065,14.5
62.23262042429923,71,65,1773,19
213.5539189205712,72,69,1613,18
175.88872296363922,97,60,1834,19
88.31586312253184,91,70,1955,20.5
81.93242440712879,113,95,2278,15.5
84.5141578705458,97.5,80,2126,17
204.42867303703878,97,54,2254,23.5
20,140,90,2408,19.5
141.60446142544134,122,86,2226,16.5
75.41752186037397,350,165,4274,12
41.77127634803231,400,175,4385,12
44.948258587990765,318,150,4135,13.5
44.019113170579516,351,153,4129,13
48.6602566351723,304,150,3672,11.5
73.5920972234996,429,208,4633,11
136.35347099758982,350,155,4502,13.5
103.76966328225956,350,160,4456,13.5
70.79038951861182,400,190,4422,12.5
106.59105663966594,70,97,2330,13.5
15,304,150,3892,12.5
42.37369620701208,307,130,4098,14
43.26189298644621,302,140,4294,16
135.76904721816277,318,150,4077,14
48.26189298644621,121,112,2933,14.5
141.4017753017692,121,76,2511,18
84.75788548899482,120,87,2979,19.5
85.13075314723267,96,69,2189,18
79.79038951861182,122,86,2395,16
57.37369620701208,97,92,2288,17
53.05767867959829,120,97,2506,14.5
57.91745443273739,98,80,2164,15
86.78897613638026,97,88,2100,16.5
13,350,175,4100,13
75.30773538719113,304,150,3672,11.5
13,350,145,3988,13
134.90054467704675,302,137,4042,14.5
46.23262042429923,318,150,3777,12.5
102.99506599265865,429,198,4952,11.5
102.62845939005535,400,150,4464,12
102.15526467969364,351,158,4363,13
71.33109370809953,318,150,4237,14.5
43.05767867959829,440,215,4735,11
12,455,225,4951,11
72.86571302072815,360,175,3821,11
79.27693123193775,225,105,3121,16.5
105.3875482217541,250,100,3278,18
79.34600617262006,232,100,2945,16
49.23262042429923,250,88,3021,16.5
23,198,95,2904,16
55.91745443273739,97,46,1950,21
100.1407980865117,400,150,4997,14
12,400,167,4906,12.5
105.54035581149036,360,170,4654,13
130.71710554093653,350,180,4499,12.5
45.77127634803231,232,100,2789,15
51.23262042429923,97,88,2279,19
80.41249913270367,140,72,2401,19.5
79.71953493602308,108,94,2379,16.5
48.144851884233404,70,90,2124,13.5
19,122,85,2310,18.5
51.019113170579516,155,107,2472,14
146.37983661226372,98,90,2265,15.5
133.75640796309327,350,145,4082,13
48.39840868979445,400,230,4278,9.5
89.28100615702573,68,49,1867,19.5
24,116,75,2158,15.5
109.62845939005535,114,91,2582,14
110.25011167342274,121,112,2868,15.5
104.67953175698531,318,150,3399,11
24,121,110,2660,14
108.76432108283511,156,122,2807,13.5
11,350,180,3664,11
109.46241645853657,198,95,3102,16.5
46.77127634803231,232,100,2901,16
119.44637929363827,79,67,1950,19
88.45608736939275,122,80,2451,16.5
61.37369620701208,71,65,1836,21
113.36964240929035,140,75,2542,17
107.64516408713601,250,100,3781,17
167.14665787669264,258,110,3632,18
48.34720818979744,225,105,3613,16.5
77.92214962161852,302,140,4141,14
13,350,150,4699,14.5
133.51225302122546,318,150,4457,13.5
14,302,140,4638,16
45.23262042429923,304,150,4257,15.5
58.948258587990765,98,83,2219,16.5
55.87152170364286,79,67,1963,15.5
111.10237005613183,97,78,2300,14.5
61.34720818979744,76,52,1649,16.5
63.23262042429923,83,61,2003,19
28,90,75,2125,14.5
116.11931308660397,90,75,2108,15.5
53.77127634803231,116,75,2246,14
24,120,97,2489,15
115.57183655014408,108,93,2391,15.5
61.11338574832084,79,67,2000,16
50.359476799200365,225,95,3264,16
80.66030167624066,250,105,3459,16
136.59342267512676,250,72,3432,21
135.44421884524408,250,72,3158,19.5
16,400,170,4668,11.5
